neighborhood,price,bedrooms,longitude,subregion,latitude,sqft,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
pittsburg / antioch,2090,4,-121.792066,East Bay,38.003221,2100,6.01331E+13,6013,Contra Costa,0.995238095,0
foster city,2218,1,-122.264334,Peninsula,37.554738,635,6.08161E+13,6081,San Mateo,3.492913386,4
redwood city,1835,1,-122.200327,Peninsula,37.485143,680,6.08161E+13,6081,San Mateo,2.698529412,3
foster city,2283,1,-122.264334,Peninsula,37.554738,745,6.08161E+13,6081,San Mateo,3.06442953,3
marina / cow hollow,4800,2,-122.437592,SF,37.799125,1000,6.07501E+13,6075,San Francisco,4.8,4
novato,2275,2,-122.572854,North Bay,38.101452,1250,6.0411E+13,6041,Marin,1.82,1
excelsior / outer mission,2600,2,-122.43985,SF,37.723481,900,6.07503E+13,6075,San Francisco,2.888888889,3
sunnyvale,1995,1,-122.032164,South Bay,37.384733,662,6.08551E+13,6085,Santa Clara,3.013595166,3
lower pac hts,2942,,-122.435632,SF,37.785012,600,6.07502E+13,6075,San Francisco,4.903333333,4
sunnyvale,4700,4,-122.058672,South Bay,37.347592,1939,6.08551E+13,6085,Santa Clara,2.423929861,2
dublin / pleasanton / livermore,2500,3,-121.724263,East Bay,37.717029,1600,6.00145E+13,6001,Alameda,1.5625,0
dublin / pleasanton / livermore,2100,2,-121.885692,East Bay,37.70619,1130,6.00145E+13,6001,Alameda,1.85840708,1
haight ashbury,2950,1,-122.446774,SF,37.77731,900,6.07502E+13,6075,San Francisco,3.277777778,4
sunnyvale,1850,1,-121.99707,South Bay,37.366541,740,6.08551E+13,6085,Santa Clara,2.5,2
sunnyvale,2000,,-122.028238,South Bay,37.369908,500,6.08551E+13,6085,Santa Clara,4,4
san bruno,2195,2,-122.462848,Peninsula,37.636965,950,6.08161E+13,6081,San Mateo,2.310526316,2
petaluma,1505,2,-122.6155,North Bay,38.2507,885,6.09715E+13,6097,Sonoma,1.700564972,1
san rafael,1831,1,-122.535206,North Bay,38.022901,650,6.04111E+13,6041,Marin,2.816923077,3
fremont / union city / newark,1450,1,-122.022177,East Bay,37.585422,650,6.00144E+13,6001,Alameda,2.230769231,2
san jose west,1910,2,-121.966268,South Bay,37.317924,720,6.08551E+13,6085,Santa Clara,2.652777778,3
san jose south,1595,1,-121.915326,South Bay,37.237572,750,6.08551E+13,6085,Santa Clara,2.126666667,1
pittsburg / antioch,1795,4,-121.88468,East Bay,38.02798,1778,6.01331E+13,6013,Contra Costa,1.009561305,0
san jose west,1250,2,-121.929967,South Bay,37.326841,420,6.0855E+13,6085,Santa Clara,2.976190476,3
danville / san ramon,2395,3,-121.981866,East Bay,37.791486,1350,6.01335E+13,6013,Contra Costa,1.774074074,1
brentwood / oakley,1800,3,-121.705764,East Bay,37.932102,1700,6.0133E+13,6013,Contra Costa,1.058823529,0
santa clara,1250,1,-121.970069,South Bay,37.340341,650,6.08551E+13,6085,Santa Clara,1.923076923,1
redwood city,2300,2,-122.23408,Peninsula,37.482197,900,6.08161E+13,6081,San Mateo,2.555555556,2
oakland east,1050,1,-122.174867,East Bay,37.745551,600,6.00141E+13,6001,Alameda,1.75,1
santa clara,2365,2,-121.99317,South Bay,37.351084,942,6.08551E+13,6085,Santa Clara,2.510615711,2
larkspur,2330,1,-122.508172,North Bay,37.949315,781,6.04112E+13,6041,Marin,2.983354673,3
marina / cow hollow,4495,2,-122.443223,SF,37.801838,1250,6.07501E+13,6075,San Francisco,3.596,4
palo alto,2800,2,-122.152226,Peninsula,37.422764,800,6.08551E+13,6085,Santa Clara,3.5,4
west marin,975,1,-122.64037,North Bay,37.900213,600,6.04113E+13,6041,Marin,1.625,1
san mateo,2664,2,-122.285547,Peninsula,37.543434,1152,6.08161E+13,6081,San Mateo,2.3125,2
san jose downtown,3350,3,-121.890934,South Bay,37.351949,1934,6.0855E+13,6085,Santa Clara,1.732161324,1
redwood city,2395,2,-122.240217,Peninsula,37.4698,1100,6.08161E+13,6081,San Mateo,2.177272727,2
san mateo,2524,1,-122.342481,Peninsula,37.566436,651,6.08161E+13,6081,San Mateo,3.877112135,4
san jose south,2408,2,-121.89496,South Bay,37.33939,1050,6.0855E+13,6085,Santa Clara,2.293333333,2
lafayette / orinda / moraga,1933,2,-122.1029,East Bay,37.894979,953,6.01335E+13,6013,Contra Costa,2.028331584,1
oakland east,1500,,-122.184191,East Bay,37.748305,7500,6.00141E+13,6001,Alameda,0.2,0
walnut creek,2400,2,-122.064729,East Bay,37.874671,1600,6.01333E+13,6013,Contra Costa,1.5,0
lower pac hts,3500,2,-122.43346,SF,37.787021,1078,6.07502E+13,6075,San Francisco,3.246753247,4
,1445,3,-122.746698,North Bay,38.463333,1400,6.09715E+13,6097,Sonoma,1.032142857,0
pittsburg / antioch,2200,4,-121.849301,East Bay,37.983378,2505,6.01336E+13,6013,Contra Costa,0.878243513,0
fremont / union city / newark,3200,4,-122.068773,East Bay,37.575035,2450,6.00144E+13,6001,Alameda,1.306122449,0
sunnyvale,2010,2,-122.017636,South Bay,37.385026,1100,6.08551E+13,6085,Santa Clara,1.827272727,1
foster city,2038,1,-122.260022,Peninsula,37.552454,667,6.08161E+13,6081,San Mateo,3.055472264,3
western addition,5120,3,-122.432681,SF,37.78317,1150,6.07502E+13,6075,San Francisco,4.452173913,4
pacific heights,5400,3,-122.430356,SF,37.788368,1500,6.07502E+13,6075,San Francisco,3.6,4
"hercules, pinole, san pablo, el sob",1425,2,-122.26166,East Bay,38.020716,869,6.01336E+13,6013,Contra Costa,1.63981588,1
redwood shores,3095,2,-122.233621,Peninsula,37.537754,1109,6.08161E+13,6081,San Mateo,2.790802525,3
palo alto,3595,1,-122.158012,Peninsula,37.444591,855,6.08551E+13,6085,Santa Clara,4.204678363,4
twin peaks / diamond hts,3700,2,-122.439559,SF,37.744606,995,6.07502E+13,6075,San Francisco,3.718592965,4
oakland hills / mills,2195,2,-122.194051,East Bay,37.789397,1200,6.00141E+13,6001,Alameda,1.829166667,1
san carlos,2700,2,-122.265533,Peninsula,37.502968,1010,6.08161E+13,6081,San Mateo,2.673267327,3
san jose north,2137,2,-121.889132,South Bay,37.386524,1104,6.0855E+13,6085,Santa Clara,1.935688406,1
pittsburg / antioch,2050,5,-121.854472,East Bay,37.988925,2400,6.01331E+13,6013,Contra Costa,0.854166667,0
belmont,2395,2,-122.2965,Peninsula,37.509164,997,6.08161E+13,6081,San Mateo,2.40220662,2
south san francisco,3045,2,-122.446661,Peninsula,37.663915,1054,6.0816E+13,6081,San Mateo,2.888994307,3
oakland hills / mills,4250,3,-122.144408,East Bay,37.760062,1450,6.00141E+13,6001,Alameda,2.931034483,3
russian river,1900,1,-122.9965,North Bay,38.5055,1000,6.09715E+13,6097,Sonoma,1.9,1
sausalito,6950,4,-122.4946,North Bay,37.8601,2660,6.04113E+13,6041,Marin,2.612781955,3
san mateo,3575,2,-122.342481,Peninsula,37.566436,1177,6.08161E+13,6081,San Mateo,3.037383178,3
concord / pleasant hill / martinez,2300,3,-122.025232,East Bay,37.978845,1530,6.01333E+13,6013,Contra Costa,1.503267974,0
rohnert pk / cotati,2150,3,-122.697198,North Bay,38.356414,1610,6.09715E+13,6097,Sonoma,1.335403727,0
san rafael,1495,1,-122.527299,North Bay,37.987098,645,6.04111E+13,6041,Marin,2.317829457,2
inner sunset / UCSF,2720,1,-122.462864,SF,37.75954,665,6.07503E+13,6075,San Francisco,4.090225564,4
rohnert pk / cotati,2150,3,-122.697198,North Bay,38.356414,1610,6.09715E+13,6097,Sonoma,1.335403727,0
san jose east,2450,3,-121.795562,South Bay,37.320141,1320,6.0855E+13,6085,Santa Clara,1.856060606,1
mill valley,3290,3,-122.519554,North Bay,37.895286,1350,6.04113E+13,6041,Marin,2.437037037,2
menlo park,1800,1,-122.160808,Peninsula,37.461736,700,6.08161E+13,6081,San Mateo,2.571428571,2
mountain view,1950,1,-122.111952,Peninsula,37.406368,654,6.08551E+13,6085,Santa Clara,2.981651376,3
fairfield / vacaville,1650,3,-122.02162,East Bay,38.281417,1450,6.09525E+13,6095,Solano,1.137931034,0
kentfield / ross,8000,5,-122.541587,North Bay,37.953424,3500,6.04112E+13,6041,Marin,2.285714286,2
south san francisco,2115,1,-122.446404,Peninsula,37.663949,750,6.0816E+13,6081,San Mateo,2.82,3
mill valley,1695,1,-122.55755,North Bay,37.899852,680,6.04113E+13,6041,Marin,2.492647059,2
east palo alto,2612,3,-122.136774,Peninsula,37.454438,1339,6.08161E+13,6081,San Mateo,1.950709485,1
redwood shores,2365,1,-122.243513,Peninsula,37.537302,726,6.08161E+13,6081,San Mateo,3.257575758,4
potrero hill,4350,2,-122.395381,SF,37.758338,1000,6.07506E+13,6075,San Francisco,4.35,4
sausalito,2148,2,-122.514985,North Bay,37.875826,773,6.04113E+13,6041,Marin,2.778783959,3
noe valley,3500,2,-122.431794,SF,37.750628,1000,6.07502E+13,6075,San Francisco,3.5,4
belmont,2666,2,-122.304582,Peninsula,37.511744,1170,6.08161E+13,6081,San Mateo,2.278632479,2
marina / cow hollow,10800,4,-122.441534,SF,37.801931,3000,6.07501E+13,6075,San Francisco,3.6,4
north beach / telegraph hill,4500,2,-122.41033,SF,37.806123,930,6.07501E+13,6075,San Francisco,4.838709677,4
pittsburg / antioch,1895,4,-121.900232,East Bay,38.021731,1996,6.01331E+13,6013,Contra Costa,0.949398798,0
fairfield / vacaville,2245,4,-122.008948,East Bay,38.285269,2598,6.09525E+13,6095,Solano,0.864126251,0
fairfield / vacaville,1289,1,-122.035817,East Bay,38.299878,740,6.09525E+13,6095,Solano,1.741891892,1
fremont / union city / newark,2068,2,-121.972618,East Bay,37.539694,900,6.00144E+13,6001,Alameda,2.297777778,2
richmond / point / annex,1250,1,-122.311964,East Bay,37.914947,675,6.01338E+13,6013,Contra Costa,1.851851852,1
mountain view,2873,2,-122.101303,Peninsula,37.396907,1060,6.08551E+13,6085,Santa Clara,2.710377358,3
foster city,2498,1,-122.260001,Peninsula,37.552437,667,6.08161E+13,6081,San Mateo,3.745127436,4
SOMA / south beach,2666,,-122.417182,SF,37.776287,476,6.07502E+13,6075,San Francisco,5.600840336,4
san rafael,2505,2,-122.530882,North Bay,38.020221,981,6.04111E+13,6041,Marin,2.55351682,2
danville / san ramon,1900,2,-121.941301,East Bay,37.768247,1000,6.01335E+13,6013,Contra Costa,1.9,1
fairfield / vacaville,1650,3,-122.060709,East Bay,38.266398,1724,6.09525E+13,6095,Solano,0.957076566,0
brentwood / oakley,1750,3,-121.695864,East Bay,37.940323,1667,6.0133E+13,6013,Contra Costa,1.049790042,0
cupertino,3094,2,-122.02357,South Bay,37.322542,1212,6.08551E+13,6085,Santa Clara,2.552805281,2
novato,2300,3,-122.582402,North Bay,38.096538,1675,6.0411E+13,6041,Marin,1.373134328,0
foster city,3442,2,-122.266222,Peninsula,37.568365,1131,6.08161E+13,6081,San Mateo,3.043324492,3
fremont / union city / newark,2000,3,-122.074673,East Bay,37.591734,1120,6.00144E+13,6001,Alameda,1.785714286,1
pittsburg / antioch,1900,5,-121.804872,East Bay,37.958367,2050,6.01336E+13,6013,Contra Costa,0.926829268,0
concord / pleasant hill / martinez,1525,2,-122.10061,East Bay,37.994495,903,6.01332E+13,6013,Contra Costa,1.688815061,1
marina / cow hollow,9950,3,-122.436147,SF,37.804698,2800,6.07501E+13,6075,San Francisco,3.553571429,4
dublin / pleasanton / livermore,3169,3,-121.929703,East Bay,37.7008,1447,6.00145E+13,6001,Alameda,2.190048376,2
foster city,2105,1,-122.275965,Peninsula,37.534896,730,6.08161E+13,6081,San Mateo,2.883561644,3
san jose north,2090,1,-121.863833,South Bay,37.389606,640,6.0855E+13,6085,Santa Clara,3.265625,4
dublin / pleasanton / livermore,1369,1,-121.736731,East Bay,37.709663,538,6.00145E+13,6001,Alameda,2.544609665,2
napa county,2500,4,-122.255025,North Bay,38.333525,1652,6.0552E+13,6055,Napa,1.513317191,0
pacific heights,3200,1,-122.424152,SF,37.794915,1000,6.07501E+13,6075,San Francisco,3.2,3
SOMA / south beach,4000,2,-122.391195,SF,37.788838,845,6.07506E+13,6075,San Francisco,4.733727811,4
russian hill,2800,1,-122.418151,SF,37.803135,550,6.07501E+13,6075,San Francisco,5.090909091,4
santa clara,2250,1,-121.99317,South Bay,37.351084,901,6.08551E+13,6085,Santa Clara,2.497225305,2
san jose south,1795,2,-121.827049,South Bay,37.255336,959,6.08551E+13,6085,Santa Clara,1.871741397,1
palo alto,4200,3,-122.127474,Peninsula,37.423639,1400,6.08551E+13,6085,Santa Clara,3,3
fremont / union city / newark,1815,2,-122.021413,East Bay,37.585265,913,6.00144E+13,6001,Alameda,1.987951807,1
ingleside / SFSU / CCSF,1800,2,-122.451155,SF,37.716583,550,6.07503E+13,6075,San Francisco,3.272727273,4
fairfield / vacaville,1700,3,-121.940722,East Bay,38.341315,1500,6.09525E+13,6095,Solano,1.133333333,0
woodside,4950,4,-122.254781,Peninsula,37.439416,1900,6.08161E+13,6081,San Mateo,2.605263158,2
downtown / civic / van ness,2600,1,-122.421148,SF,37.78162,714,6.07502E+13,6075,San Francisco,3.641456583,4
mill valley,2100,2,-122.529659,North Bay,37.882408,958,6.04113E+13,6041,Marin,2.192066806,2
san mateo,2150,1,-122.284849,Peninsula,37.566827,640,6.08161E+13,6081,San Mateo,3.359375,4
sunnyvale,1520,1,-122.011512,South Bay,37.389095,510,6.08551E+13,6085,Santa Clara,2.980392157,3
mill valley,2500,2,-122.5339,North Bay,37.8958,880,6.04113E+13,6041,Marin,2.840909091,3
san mateo,3388,3,-122.285547,Peninsula,37.543434,1244,6.08161E+13,6081,San Mateo,2.723472669,3
fairfield / vacaville,1485,3,-121.990106,East Bay,38.338745,1400,6.09525E+13,6095,Solano,1.060714286,0
redwood city,3950,4,-122.219576,Peninsula,37.466038,2100,6.08161E+13,6081,San Mateo,1.880952381,1
mountain view,3865,2,-122.108361,Peninsula,37.398483,1156,6.08551E+13,6085,Santa Clara,3.343425606,4
fremont / union city / newark,1845,2,-121.990326,East Bay,37.546255,846,6.00144E+13,6001,Alameda,2.180851064,2
mill valley,4950,3,-122.531719,North Bay,37.887882,1750,6.04113E+13,6041,Marin,2.828571429,3
foster city,2711,1,-122.2684,Peninsula,37.565287,850,6.08161E+13,6081,San Mateo,3.189411765,3
san jose west,1495,1,-121.950967,South Bay,37.249543,650,6.08551E+13,6085,Santa Clara,2.3,2
san jose west,1990,2,-121.9356,South Bay,37.3163,922,6.0855E+13,6085,Santa Clara,2.15835141,1
foster city,2247,1,-122.279079,Peninsula,37.553235,780,6.08161E+13,6081,San Mateo,2.880769231,3
san mateo,2495,2,-122.326959,Peninsula,37.530084,1500,6.08161E+13,6081,San Mateo,1.663333333,1
concord / pleasant hill / martinez,1750,4,-122.033451,East Bay,37.997313,1325,6.01333E+13,6013,Contra Costa,1.320754717,0
santa clara,1575,1,-121.9673,South Bay,37.342058,700,6.08551E+13,6085,Santa Clara,2.25,2
pacifica,2095,2,-122.491609,Peninsula,37.630435,850,6.0816E+13,6081,San Mateo,2.464705882,2
foster city,4550,3,-122.259632,Peninsula,37.541899,2400,6.08161E+13,6081,San Mateo,1.895833333,1
sebastopol,1300,1,-122.89484,North Bay,38.426708,600,6.09715E+13,6097,Sonoma,2.166666667,1
half moon bay,3100,3,-122.512214,Peninsula,37.52518,1510,6.08161E+13,6081,San Mateo,2.052980132,1
vallejo / benicia,1385,5,-122.236499,East Bay,38.104786,1550,6.09525E+13,6095,Solano,0.893548387,0
sebastopol,1150,2,-122.821501,North Bay,38.396322,800,6.09715E+13,6097,Sonoma,1.4375,0
SOMA / south beach,3520,1,-122.396669,SF,37.773167,860,6.07506E+13,6075,San Francisco,4.093023256,4
san rafael,1862,1,-122.53056,North Bay,38.021016,706,6.04111E+13,6041,Marin,2.637393768,3
mountain view,2950,2,-122.094433,Peninsula,37.413229,1150,6.08551E+13,6085,Santa Clara,2.565217391,2
castro / upper market,4500,2,-122.432794,SF,37.761021,1500,6.07502E+13,6075,San Francisco,3,3
sausalito,2040,1,-122.514985,North Bay,37.875826,612,6.04113E+13,6041,Marin,3.333333333,4
santa clara,2010,1,-121.959929,South Bay,37.397865,790,6.0855E+13,6085,Santa Clara,2.544303797,2
novato,3200,3,-122.601852,North Bay,38.097724,2016,6.0411E+13,6041,Marin,1.587301587,0
inner sunset / UCSF,2875,1,-122.470727,SF,37.765739,644,6.07503E+13,6075,San Francisco,4.464285714,4
sonoma,2800,3,-122.469402,North Bay,38.29754,1600,6.09715E+13,6097,Sonoma,1.75,1
fremont / union city / newark,1848,2,-122.037173,East Bay,37.530537,850,6.00144E+13,6001,Alameda,2.174117647,2
san jose south,2995,3,-121.85503,South Bay,37.239263,1800,6.08551E+13,6085,Santa Clara,1.663888889,1
santa clara,2367,2,-121.959929,South Bay,37.397865,1090,6.0855E+13,6085,Santa Clara,2.171559633,2
fremont / union city / newark,1575,1,-122.021172,East Bay,37.572235,650,6.00144E+13,6001,Alameda,2.423076923,2
tiburon / belvedere,8200,5,-122.457347,North Bay,37.885049,2500,6.04112E+13,6041,Marin,3.28,4
sunset / parkside,3550,2,-122.49618,SF,37.744021,1300,6.07504E+13,6075,San Francisco,2.730769231,3
palo alto,3650,2,-122.155775,Peninsula,37.451838,1100,6.08551E+13,6085,Santa Clara,3.318181818,4
san bruno,2045,2,-122.462848,Peninsula,37.636965,850,6.08161E+13,6081,San Mateo,2.405882353,2
fairfield / vacaville,1700,3,-121.940722,East Bay,38.341315,1500,6.09525E+13,6095,Solano,1.133333333,0
hayes valley,3300,1,-122.421668,SF,37.774179,667,6.07502E+13,6075,San Francisco,4.947526237,4
san jose west,1775,2,-121.946397,South Bay,37.307512,900,6.08551E+13,6085,Santa Clara,1.972222222,1
2125 92nd Avenue & Bancroft,1195,3,-122.166132,East Bay,37.751926,865,6.00141E+13,6001,Alameda,1.38150289,0
burlingame,2395,1,-122.402444,Peninsula,37.582973,830,6.0816E+13,6081,San Mateo,2.885542169,3
fremont / union city / newark,1700,1,-121.884718,East Bay,37.42876,676,6.0855E+13,6085,Santa Clara,2.514792899,2
SOMA / south beach,2150,1,-122.410063,SF,37.774992,400,6.07502E+13,6075,San Francisco,5.375,4
fairfield / vacaville,1700,3,-121.940722,East Bay,38.341315,1500,6.09525E+13,6095,Solano,1.133333333,0
redwood city,1906,,-122.214745,Peninsula,37.469431,411,6.08161E+13,6081,San Mateo,4.637469586,4
san leandro,1850,2,-122.139221,East Bay,37.686232,1225,6.00143E+13,6001,Alameda,1.510204082,0
palo alto,5500,3,-122.1274,Peninsula,37.418,1864,6.08551E+13,6085,Santa Clara,2.950643777,3
pacifica,2500,3,-122.499555,Peninsula,37.592891,1040,6.0816E+13,6081,San Mateo,2.403846154,2
saratoga,4095,3,-122.0227,South Bay,37.2713,1900,6.08551E+13,6085,Santa Clara,2.155263158,1
albany / el cerrito,2700,3,-122.304461,East Bay,37.918878,1900,6.01339E+13,6013,Contra Costa,1.421052632,0
mountain view,2447,2,-122.074756,Peninsula,37.402029,900,6.08551E+13,6085,Santa Clara,2.718888889,3
foster city,3079,2,-122.27603,Peninsula,37.534777,1174,6.08161E+13,6081,San Mateo,2.622657581,3
pacifica,1905,1,-122.491375,Peninsula,37.654379,650,6.0816E+13,6081,San Mateo,2.930769231,3
redwood city,3690,2,-122.223923,Peninsula,37.495451,1550,6.08161E+13,6081,San Mateo,2.380645161,2
santa rosa,1200,2,-122.702383,North Bay,38.439177,800,6.09715E+13,6097,Sonoma,1.5,0
fairfield / vacaville,1800,4,-121.967797,East Bay,38.334827,1489,6.09525E+13,6095,Solano,1.20886501,0
santa clara,1500,1,-121.994105,South Bay,37.369525,650,6.08551E+13,6085,Santa Clara,2.307692308,2
oakland lake merritt / grand,2495,2,-122.24425,East Bay,37.816013,1100,6.0014E+13,6001,Alameda,2.268181818,2
san mateo,1895,2,-122.32588,Peninsula,37.579335,762,6.08161E+13,6081,San Mateo,2.48687664,2
cupertino,2295,1,-122.032516,South Bay,37.322642,850,6.08551E+13,6085,Santa Clara,2.7,3
santa clara,3700,3,-121.955559,South Bay,37.339131,1448,6.08551E+13,6085,Santa Clara,2.555248619,2
napa county,2200,3,-122.282598,North Bay,38.318637,1684,6.0552E+13,6055,Napa,1.306413302,0
marina / cow hollow,5600,2,-122.442468,SF,37.798112,1450,6.07501E+13,6075,San Francisco,3.862068966,4
santa clara,2223,2,-122.00057,South Bay,37.356241,1020,6.08551E+13,6085,Santa Clara,2.179411765,2
san jose north,2270,1,-121.942672,South Bay,37.410227,778,6.08551E+13,6085,Santa Clara,2.917737789,3
santa rosa,1350,1,-122.6393,North Bay,38.4592,900,6.09715E+13,6097,Sonoma,1.5,0
hayward / castro valley,1725,1,-122.055475,East Bay,37.63625,711,6.00144E+13,6001,Alameda,2.426160338,2
SOMA / south beach,4700,2,-122.393921,SF,37.786852,958,6.07506E+13,6075,San Francisco,4.90605428,4
san jose downtown,1895,1,-121.870665,South Bay,37.335541,700,6.0855E+13,6085,Santa Clara,2.707142857,3
oakland east,2250,3,-122.20987,East Bay,37.79416,1329,6.00141E+13,6001,Alameda,1.693002257,1
daly city,2100,2,-122.473382,Peninsula,37.675316,1029,6.0816E+13,6081,San Mateo,2.040816327,1
hayward / castro valley,1600,2,-122.051232,East Bay,37.674825,1200,6.00144E+13,6001,Alameda,1.333333333,0
larkspur,2500,1,-122.506747,North Bay,37.948557,778,6.04112E+13,6041,Marin,3.213367609,3
SOMA / south beach,3500,1,-122.393921,SF,37.786852,806,6.07506E+13,6075,San Francisco,4.342431762,4
napa county,2800,4,-122.296318,North Bay,38.276167,2433,6.0552E+13,6055,Napa,1.150842581,0
milpitas,2265,2,-121.919614,South Bay,37.454774,1013,6.0855E+13,6085,Santa Clara,2.235932873,2
novato,1750,2,-122.548408,North Bay,38.080074,1000,6.0411E+13,6041,Marin,1.75,1
potrero hill,4225,2,-122.38864,SF,37.761324,761,6.07502E+13,6075,San Francisco,5.551905388,4
fremont / union city / newark,1999,2,-122.04286,East Bay,37.576801,910,6.00144E+13,6001,Alameda,2.196703297,2
sunnyvale,2295,2,-122.00127,South Bay,37.356341,1200,6.08551E+13,6085,Santa Clara,1.9125,1
SOMA / south beach,3186,1,-122.396669,SF,37.773167,740,6.07506E+13,6075,San Francisco,4.305405405,4
santa clara,1650,1,-121.946998,South Bay,37.399585,700,6.0855E+13,6085,Santa Clara,2.357142857,2
oakland lake merritt / grand,1250,2,-122.240779,East Bay,37.793027,750,6.00141E+13,6001,Alameda,1.666666667,1
santa rosa,1300,2,-122.752177,North Bay,38.449606,900,6.09715E+13,6097,Sonoma,1.444444444,0
foster city,2811,2,-122.268176,Peninsula,37.566504,1100,6.08161E+13,6081,San Mateo,2.555454545,2
cupertino,2106,2,-121.99997,South Bay,37.32223,825,6.08551E+13,6085,Santa Clara,2.552727273,2
