rent,bedrooms,sqft,latitude,longitude,date
800.0,1.0,,37.2974,-121.7562,2014-07-06
,4.0,,39.3385,-120.1729,2014-05-28
3201.0,2.0,1212.0,37.31800000000001,-122.0449,2014-06-30
325.0,,,37.7999,-122.4342,2014-05-13
2095.0,2.0,870.0,37.277417,-121.952354,2014-05-30
3200.0,2.0,1150.0,37.302221,-121.92039,2014-07-12
3000.0,3.0,1000.0,37.654167,-122.48542900000001,2014-06-09
2900.0,2.0,1200.0,37.370164,-122.05743999999999,2014-05-20
1400.0,2.0,1138.0,38.347,-122.6941,2014-05-15
2499.0,1.0,908.0,37.3924,-121.9623,2014-05-17
2500.0,3.0,1100.0,37.704632000000004,-122.455083,2014-06-18
3250.0,2.0,800.0,37.426701,-122.19176499999999,2014-06-11
1243.0,1.0,642.0,37.98216,-121.825933,2014-05-22
2500.0,2.0,,38.3531,-122.261524,2014-07-02
4000.0,2.0,1000.0,37.2065,-122.3649,2014-05-19
2424.0,2.0,,37.576801,-122.04286,2014-06-28
2275.0,2.0,1056.0,37.324897,-121.970402,2014-06-19
3359.0,1.0,,37.7917,-122.4186,2014-05-19
1899.0,1.0,659.0,37.243916,-121.871879,2014-07-01
2995.0,2.0,850.0,37.389254,-122.079902,2014-05-11
2633.0,1.0,922.0,37.403301,-122.009525,2014-05-22
3100.0,2.0,1000.0,37.73158400000001,-122.439743,2014-07-09
1349.0,1.0,610.0,38.341993,-122.704968,2014-05-30
6200.0,4.0,2200.0,37.765710999999996,-122.46904099999999,2014-07-09
3644.0,1.0,900.0,37.393133,-122.074941,2014-05-16
2990.0,1.0,588.0,37.403453999999996,-122.11275800000001,2014-05-20
2475.0,1.0,823.0,37.684805,-122.46423500000002,2014-06-13
8500.0,3.0,,37.78519,-122.459143,2014-06-02
1350.0,2.0,1000.0,38.446711,-122.722498,2014-05-28
965.0,,,37.706798,-122.125151,2014-07-02
2435.0,1.0,680.0,37.544253999999995,-122.28518500000001,2014-07-10
1990.0,,520.0,37.58647,-122.359378,2014-06-23
1750.0,1.0,640.0,37.5308,-121.9712,2014-06-18
2595.0,1.0,,37.785538,-122.414153,2014-06-13
1275.0,3.0,1080.0,37.9939,-121.8089,2014-05-20
4695.0,2.0,,37.761324,-122.38864,2014-07-06
5600.0,3.0,2403.0,37.786229,-122.17043600000001,2014-05-19
1025.0,2.0,,37.78452,-122.229887,2014-05-16
2545.0,2.0,,37.325452,-121.97193100000001,2014-05-22
2348.0,1.0,776.0,37.720865,-122.475223,2014-06-25
2595.0,1.0,940.0,37.4601,-121.903543,2014-05-17
2933.0,,,37.9691,-122.5105,2014-05-27
2213.0,2.0,,37.354549,-122.00533600000001,2014-05-22
3409.0,1.0,990.0,37.424452,-122.19788100000001,2014-05-28
2750.0,4.0,,38.013321999999995,-122.51308700000001,2014-06-24
2400.0,2.0,750.0,37.654928999999996,-122.41373999999999,2014-06-12
1195.0,2.0,,37.957035999999995,-121.978098,2014-07-08
2055.0,2.0,870.0,37.542636,-121.97737099999999,2014-06-20
3100.0,2.0,1000.0,37.73158400000001,-122.439743,2014-05-11
1599.0,1.0,617.0,37.976279999999996,-122.074873,2014-05-21
4200.0,2.0,,37.778329,-122.396321,2014-05-21
2900.0,3.0,1679.0,37.708024,-121.861553,2014-05-19
2697.0,2.0,950.0,37.339441,-121.996197,2014-07-02
1665.0,2.0,1000.0,37.877748,-122.034683,2014-05-30
2595.0,2.0,1000.0,37.57829,-122.35531599999999,2014-07-01
3577.0,2.0,1341.0,37.316841,-121.91096599999999,2014-06-23
2950.0,2.0,1100.0,37.892306,-122.12245700000001,2014-05-19
1745.0,2.0,,37.01586,-121.591429,2014-05-18
1775.0,3.0,,38.435323,-122.705408,2014-07-12
3350.0,2.0,,37.771054,-122.453902,2014-06-28
4800.0,4.0,,37.712138,-122.39474399999999,2014-06-23
2446.0,2.0,870.0,37.359140999999994,-121.99717,2014-06-23
3300.0,3.0,1664.0,37.343051,-121.99977,2014-06-13
1050.0,1.0,350.0,36.974095,-121.90117,2014-07-10
2650.0,2.0,850.0,37.376603,-122.03647600000001,2014-07-03
2000.0,,350.0,37.473649,-122.177517,2014-06-01
2310.0,3.0,1976.0,38.269368,-122.055399,2014-06-13
9995.0,4.0,2250.0,37.454238000000004,-122.147341,2014-06-12
2025.0,2.0,845.0,37.355540999999995,-121.96866899999999,2014-06-14
1500.0,2.0,850.0,38.003591,-122.31110600000001,2014-06-16
1795.0,2.0,900.0,37.294342,-121.92008600000001,2014-06-23
2295.0,2.0,1100.0,37.702882,-121.89938000000001,2014-05-27
625.0,,,38.107056,-122.25608100000001,2014-07-10
5000.0,3.0,,37.7354,-122.4571,2014-05-21
1920.0,1.0,650.0,37.277417,-121.952354,2014-06-28
2749.0,3.0,1600.0,37.602335,-122.391683,2014-05-11
5000.0,1.0,1050.0,37.455238,-122.22097600000001,2014-06-02
1632.0,1.0,616.0,38.250499,-122.619781,2014-05-24
1400.0,1.0,,37.864026,-122.25418,2014-06-28
4875.0,2.0,,37.789829,-122.403842,2014-05-29
1700.0,2.0,,37.849526000000004,-122.27428,2014-06-13
2500.0,2.0,,37.774056,-122.43118999999999,2014-05-26
1850.0,1.0,,37.370208,-122.060294,2014-07-05
2275.0,2.0,935.0,37.408072,-121.8899,2014-05-21
1095.0,2.0,740.0,38.549232,-121.726514,2014-06-02
1350.0,2.0,1094.0,38.264927,-121.99268300000001,2014-06-30
2279.0,2.0,900.0,37.915458,-122.05941200000001,2014-06-02
2335.0,1.0,861.0,37.317138,-121.908782,2014-05-16
1550.0,1.0,750.0,36.984592,-121.95837,2014-06-14
7350.0,4.0,,37.797051,-122.415226,2014-05-21
5500.0,4.0,2900.0,37.478237,-122.257777,2014-07-09
1450.0,3.0,1197.0,38.009143,-121.82813300000001,2014-06-16
1650.0,,,37.870394,-122.267665,2014-06-11
8500.0,2.0,,37.798594,-122.415204,2014-05-13
2815.0,1.0,743.0,37.490961999999996,-122.230574,2014-06-24
1399.0,,450.0,37.869426000000004,-122.28958,2014-07-02
2800.0,1.0,500.0,33.6401,-116.5567,2014-06-16
2891.0,2.0,1002.0,37.312785999999996,-121.97658799999999,2014-06-28
1925.0,2.0,,37.341485,-121.98626499999999,2014-06-30
1450.0,,,37.787372999999995,-122.415632,2014-05-14
3200.0,3.0,,37.538303000000006,-122.28673500000001,2014-07-13
1600.0,,,38.4403,-121.8088,2014-07-01
2014.0,1.0,,37.345779,-121.994606,2014-06-09
3900.0,3.0,2300.0,37.970912,-122.50966100000001,2014-05-19
4200.0,2.0,1321.0,37.775951,-122.413982,2014-07-01
5500.0,2.0,,37.796287,-122.418462,2014-05-28
1900.0,1.0,659.0,37.243916,-121.871879,2014-07-02
2095.0,1.0,,37.858117,-122.252769,2014-06-02
1750.0,1.0,,37.361540999999995,-122.032471,2014-05-27
2895.0,3.0,1200.0,37.6196,-122.4816,2014-07-04
6000.0,3.0,1901.0,37.756234,-122.443276,2014-06-29
1755.0,1.0,645.0,37.454438,-122.136774,2014-06-14
2347.0,1.0,743.0,37.401787,-121.95731799999999,2014-06-11
2600.0,1.0,694.0,37.402364,-122.014063,2014-06-12
800.0,,,37.945145000000004,-122.34478,2014-05-16
1950.0,2.0,1464.0,38.076819,-122.23751899999999,2014-07-06
1495.0,,,37.782685,-122.41057099999999,2014-05-29
1300.0,1.0,600.0,37.8471,-122.2223,2014-07-10
1669.0,1.0,620.0,37.5368,-122.032,2014-06-07
2200.0,2.0,,36.97705,-122.030974,2014-06-01
4170.0,3.0,1700.0,37.771947999999995,-122.44675900000001,2014-07-04
1950.0,,405.0,37.313229,-121.976652,2014-07-06
2750.0,2.0,934.0,37.33217,-122.03752800000001,2014-05-17
2090.0,2.0,870.0,37.318882,-121.966268,2014-05-30
2100.0,2.0,924.0,37.45164000000001,-121.910451,2014-05-19
1650.0,1.0,700.0,37.269425,-121.958284,2014-07-08
4000.0,3.0,2800.0,37.885825,-122.156276,2014-05-20
2301.0,1.0,804.0,37.713905,-122.472603,2014-05-28
2200.0,1.0,565.0,37.844026,-122.29558,2014-06-17
750.0,,,38.136438,-122.252697,2014-06-18
1500.0,1.0,,37.771934,-122.49811399999999,2014-05-21
2095.0,1.0,712.0,37.337740999999994,-121.98379299999999,2014-06-30
1800.0,1.0,750.0,37.2803,-121.9539,2014-05-29
2895.0,1.0,,37.801305,-122.40691399999999,2014-07-09
2395.0,1.0,,37.899224,-122.05287299999999,2014-06-13
4000.0,3.0,1800.0,37.743003,-122.47676499999999,2014-06-07
2545.0,2.0,935.0,37.84397,-122.29381799999999,2014-05-11
3100.0,3.0,1400.0,37.821752000000004,-122.27611499999999,2014-07-10
4335.0,2.0,1335.0,37.320514,-122.023377,2014-07-05
3300.0,1.0,,37.777457,-122.41315800000001,2014-05-22
2195.0,2.0,980.0,37.234147,-121.80377299999999,2014-05-28
2539.0,2.0,920.0,37.633649,-122.48585800000001,2014-06-18
1800.0,,,37.874752,-122.26504299999999,2014-05-16
2795.0,1.0,700.0,37.895069,-122.499192,2014-06-19
2995.0,3.0,1500.0,37.365655,-121.991565,2014-05-19
3800.0,,,37.762373,-122.43704,2014-07-10
2033.0,1.0,848.0,37.7636,-121.9155,2014-05-30
2400.0,3.0,,37.7641,-122.1633,2014-05-27
1195.0,1.0,,36.9721,-121.9881,2014-05-28
1625.0,2.0,842.0,37.9864,-122.135,2014-06-28
2500.0,2.0,1100.0,37.386322,-121.888182,2014-06-16
3695.0,3.0,1100.0,37.423634,-122.131877,2014-05-14
1245.0,1.0,600.0,38.473902,-122.6757,2014-06-16
3095.0,3.0,1300.0,37.318178,-122.012229,2014-07-06
1749.0,1.0,,37.576801,-122.04286,2014-05-28
,3.0,2800.0,38.0985,-122.2124,2014-05-26
2600.0,2.0,940.0,37.4601,-121.903543,2014-05-20
2015.0,1.0,704.0,37.558079,-121.96408100000001,2014-05-20
3200.0,2.0,1225.0,37.3764,-122.0238,2014-06-27
3697.0,1.0,1101.0,37.764021,-122.39373,2014-05-27
4443.0,2.0,1177.0,37.545122,-122.291651,2014-05-31
4475.0,3.0,1635.0,37.560763,-122.325998,2014-06-13
1810.0,2.0,701.0,37.634484,-122.11196299999999,2014-07-03
2483.0,2.0,1175.0,37.7562,-121.9522,2014-06-21
1999.0,2.0,1200.0,38.480906,-122.726984,2014-05-29
1850.0,2.0,,37.787098,-122.191401,2014-05-29
1963.0,1.0,640.0,37.389152,-121.864922,2014-07-12
3295.0,1.0,408.0,37.780316,-122.39565800000001,2014-06-28
1700.0,1.0,,37.573335,-122.32758100000001,2014-06-28
2720.0,2.0,900.0,37.6004,-122.402,2014-06-18
3000.0,2.0,,37.8767,-122.25663200000001,2014-07-10
1883.0,,565.0,37.5538,-122.27,2014-06-10
1100.0,1.0,600.0,38.431672999999996,-122.667503,2014-05-17
1794.0,2.0,,38.466997,-122.74846299999999,2014-06-18
3350.0,2.0,1550.0,37.835926,-122.27708,2014-07-09
3563.0,2.0,1186.0,37.320531,-122.03022299999999,2014-07-08
990.0,1.0,629.0,38.248191,-122.01883799999999,2014-06-25
2150.0,2.0,850.0,37.571034999999995,-122.010272,2014-05-16
9775.0,3.0,4000.0,38.6493,-122.4453,2014-07-09
3188.0,2.0,1055.0,37.38574000000001,-122.016671,2014-07-02
1700.0,1.0,660.0,37.37364,-122.05667199999999,2014-06-19
1699.0,1.0,780.0,37.898139,-122.298474,2014-06-30
3090.0,2.0,1249.0,37.410227,-121.942672,2014-06-15
2000.0,3.0,1407.0,37.3249,-121.9153,2014-06-29
2200.0,2.0,877.0,37.643501,-122.464569,2014-06-30
2950.0,2.0,,37.822074,-121.913223,2014-06-14
1602.0,1.0,1108.0,37.987574,-122.32108799999999,2014-05-19
2395.0,2.0,,37.395807,-122.099506,2014-07-06
4300.0,2.0,,37.7354,-122.4571,2014-06-15
1575.0,2.0,,38.4822,-122.7473,2014-06-09
1631.0,1.0,713.0,37.6586,-122.0472,2014-06-14
1850.0,1.0,,37.838004999999995,-122.26161,2014-05-30
2600.0,1.0,,37.764124,-122.48361299999999,2014-05-21
1300.0,1.0,,38.226988,-122.634459,2014-06-18
270.0,,,37.285841999999995,-121.97676799999999,2014-05-22
1295.0,1.0,,37.96517,-121.99444799999999,2014-05-17
3800.0,2.0,900.0,37.760418,-122.42216699999999,2014-07-02
1895.0,1.0,,37.414444,-122.12701899999999,2014-05-26
1475.0,,,37.627734999999994,-122.44098400000001,2014-05-30
2425.0,3.0,1372.0,38.276251,-122.29499799999999,2014-05-19
4450.0,2.0,1390.0,37.433278,-122.126534,2014-06-13
1225.0,,350.0,37.338176000000004,-121.882123,2014-05-26
1495.0,1.0,600.0,37.902203,-122.05823400000001,2014-07-08
1630.0,2.0,,37.710629,-121.74796299999998,2014-06-18
1250.0,1.0,,37.843359,-122.28206999999999,2014-05-24
1275.0,1.0,600.0,37.801426,-122.225904,2014-07-03
3295.0,3.0,,37.860116,-122.263327,2014-07-02
3500.0,3.0,1030.0,37.272379,-121.95931399999999,2014-05-30
3100.0,3.0,1620.0,37.666239000000004,-121.867764,2014-06-20
6000.0,5.0,3000.0,37.901492,-122.27685600000001,2014-06-27
2450.0,3.0,,38.4534,-122.6878,2014-06-30
2300.0,,398.0,37.782063,-122.419832,2014-05-16
1725.0,3.0,1350.0,37.756209999999996,-122.19535400000001,2014-07-12
795.0,1.0,800.0,38.249123,-122.043378,2014-06-29
1900.0,2.0,,37.3483,-121.9844,2014-06-09
2506.0,1.0,869.0,37.366541,-122.00200600000001,2014-07-10
900.0,1.0,,37.806121999999995,-122.275,2014-05-16
2000.0,2.0,,37.0313,-122.1198,2014-05-16
2900.0,3.0,1600.0,37.622424,-122.45284099999999,2014-05-22
2494.0,2.0,1081.0,37.320842,-121.975669,2014-06-25
2025.0,2.0,855.0,37.276742999999996,-121.95362800000001,2014-06-11
1590.0,2.0,873.0,38.079706,-122.238344,2014-05-20
9200.0,7.0,2600.0,37.8571,-122.25,2014-06-15
7500.0,3.0,1922.0,37.788588,-122.421178,2014-06-19
1395.0,1.0,500.0,37.363091,-122.023471,2014-06-14
2745.0,,,37.796238,-122.40057,2014-05-21
1750.0,2.0,,37.796170000000004,-122.19831,2014-06-12
1800.0,2.0,984.0,37.373977,-121.849966,2014-07-02
2860.0,2.0,900.0,37.370788,-122.01465400000001,2014-05-18
925.0,,450.0,37.839055,-122.28213600000001,2014-06-20
3983.0,2.0,,37.758128,-122.462819,2014-07-03
2850.0,2.0,1297.0,37.380934,-121.865029,2014-07-02
3100.0,2.0,1000.0,37.73158400000001,-122.439743,2014-07-13
2499.0,2.0,,37.3855,-122.088,2014-06-11
2175.0,3.0,1500.0,37.751045,-122.152594,2014-05-30
1120.0,2.0,1250.0,39.0664,-122.6558,2014-07-08
3743.0,1.0,797.0,37.766949,-122.42110500000001,2014-07-03
1950.0,1.0,694.0,37.50921500000001,-122.29660700000001,2014-07-03
2715.0,2.0,870.0,37.359140999999994,-121.99717,2014-05-27
1808.0,1.0,560.0,37.550835,-122.25995800000001,2014-06-02
2870.0,2.0,1035.0,37.846189,-122.292831,2014-06-27
2950.0,2.0,1000.0,37.830769000000004,-122.20630700000001,2014-07-10
5500.0,5.0,3526.0,37.8321,-121.9167,2014-06-18
3439.0,2.0,925.0,37.651396999999996,-122.492129,2014-07-07
5335.0,2.0,1105.0,37.773167,-122.39666899999999,2014-05-11
3295.0,1.0,822.0,37.779866999999996,-122.437072,2014-05-28
2295.0,2.0,,37.568836,-122.334181,2014-06-12
3295.0,3.0,1850.0,37.860506,-122.272875,2014-05-24
2480.0,4.0,2304.0,38.298303999999995,-121.97561499999999,2014-06-07
2095.0,,,37.405332,-122.07846299999999,2014-05-14
3450.0,1.0,550.0,37.449438,-122.158075,2014-06-09
2143.0,1.0,683.0,37.30153,-121.923502,2014-06-13
2850.0,2.0,,37.83931,-122.28708,2014-06-28
1023.0,2.0,800.0,38.284176,-122.034438,2014-05-22
2419.0,2.0,1016.0,37.243916,-121.871879,2014-06-01
2249.0,2.0,1400.0,38.480821999999996,-122.72670500000001,2014-06-13
3100.0,2.0,1000.0,37.73158400000001,-122.439743,2014-05-20
1795.0,2.0,801.0,37.242743,-121.90586499999999,2014-05-13
1000.0,,118.0,37.782687,-122.414891,2014-07-12
1900.0,,,37.7917,-122.4186,2014-06-24
2557.0,,,37.776619000000004,-122.417402,2014-07-09
2805.0,2.0,806.0,37.58647,-122.359378,2014-06-02
2423.0,1.0,800.0,37.380167,-122.05405,2014-06-01
2106.0,2.0,906.0,37.558079,-121.96408100000001,2014-06-17
2800.0,2.0,,37.780722999999995,-122.470717,2014-07-08
900.0,1.0,,38.4432,-122.7547,2014-07-08
2539.0,2.0,1035.0,36.958328,-122.061517,2014-05-27
1450.0,,,37.788221,-122.41649199999999,2014-06-15
1550.0,2.0,,36.98385,-122.022873,2014-06-02
2250.0,1.0,550.0,37.800222,-122.43393700000001,2014-05-31
2990.0,2.0,1044.0,37.4087,-121.9406,2014-07-03
2400.0,3.0,,38.288219,-122.076302,2014-07-12
5995.0,3.0,,37.793347,-122.434734,2014-05-16
5146.0,3.0,1075.0,37.766712,-122.420354,2014-06-20
1645.0,1.0,636.0,37.679829999999995,-121.78881200000001,2014-06-16
2750.0,1.0,1400.0,37.87537800000001,-122.302508,2014-05-19
895.0,1.0,,37.771328000000004,-122.174077,2014-06-23
2300.0,4.0,2520.0,37.994,-121.7036,2014-06-11
2175.0,1.0,683.0,37.413016,-121.938221,2014-05-21
2442.0,,473.0,37.8664,-122.257,2014-05-22
4639.0,2.0,1367.0,37.919834,-122.488541,2014-05-20
3100.0,2.0,1150.0,37.309242,-121.933681,2014-06-01
1175.0,,,37.859626,-122.28078000000001,2014-06-13
3900.0,2.0,1344.0,37.864968,-122.504125,2014-06-11
1099.0,1.0,,38.010873,-121.82816499999998,2014-06-14
4300.0,2.0,1200.0,37.3163,-121.9356,2014-06-07
2400.0,2.0,1000.0,37.646231,-122.471294,2014-05-30
2035.0,,593.0,37.4087,-121.9406,2014-06-15
2300.0,4.0,1400.0,38.440112,-122.741098,2014-07-07
2260.0,1.0,706.0,37.846171999999996,-122.29278799999999,2014-07-12
2700.0,2.0,,37.708877,-122.42601,2014-06-20
1525.0,1.0,700.0,37.937937,-122.02443400000001,2014-07-08
6850.0,3.0,1800.0,37.7712,-122.4413,2014-06-09
1225.0,1.0,,37.93189,-122.07601299999999,2014-06-17
2225.0,2.0,896.0,37.681956,-121.774455,2014-05-11
2400.0,4.0,1600.0,37.591034,-122.078374,2014-05-24
4300.0,1.0,,37.790565,-122.405574,2014-06-23
2500.0,2.0,1320.0,38.509557,-122.46033,2014-07-01
1640.0,1.0,639.0,37.362105,-121.854881,2014-05-18
2395.0,,,37.778841,-122.422615,2014-06-29
3370.0,2.0,1059.0,37.368445,-122.034683,2014-05-13
3385.0,2.0,1152.0,37.333099,-122.02209599999999,2014-06-20
1350.0,,450.0,37.822057,-122.26431399999998,2014-07-02
1200.0,2.0,,37.800575,-122.242856,2014-06-27
1400.0,,325.0,37.8961,-122.1119,2014-05-18
2350.0,2.0,855.0,36.96515,-122.010273,2014-06-02
1270.0,2.0,704.0,38.001241,-121.830642,2014-07-13
3500.0,2.0,,37.782994,-122.44206899999999,2014-07-10
2180.0,1.0,748.0,37.37737,-122.059854,2014-06-13
3695.0,1.0,1200.0,37.793558000000004,-122.425697,2014-05-28
1295.0,,,37.63215200000001,-122.05373,2014-06-24
2775.0,2.0,1000.0,37.34202,-122.034675,2014-06-30
2539.0,2.0,920.0,37.633649,-122.48585800000001,2014-06-08
2150.0,1.0,,37.905648,-122.552458,2014-06-18
1900.0,1.0,600.0,37.601535,-122.392583,2014-07-02
2500.0,3.0,1500.0,36.936721,-121.861897,2014-06-09
3450.0,2.0,,37.900125,-122.54518700000001,2014-05-17
2615.0,2.0,1142.0,37.28935,-121.876488,2014-06-08
1950.0,2.0,,37.338840999999995,-122.037471,2014-07-10
1275.0,1.0,580.0,38.467299,-122.75936399999999,2014-06-24
2445.0,2.0,583.0,37.86994,-122.28518000000001,2014-05-16
1605.0,1.0,,37.554234,-122.01700100000001,2014-05-22
2095.0,2.0,959.0,37.25409000000001,-121.827199,2014-06-28
2425.0,2.0,990.0,37.68907700000001,-121.88197,2014-06-29
1681.0,,560.0,37.764228,-122.27228000000001,2014-05-11
1900.0,3.0,1068.0,37.640265,-122.073706,2014-07-02
2400.0,,662.0,37.787647,-122.443753,2014-07-09
2400.0,1.0,750.0,37.6574,-122.4235,2014-06-15
1750.0,3.0,1242.0,37.767046,-122.183477,2014-06-22
2700.0,4.0,1737.0,37.7402,-122.171,2014-06-07
2300.0,3.0,1000.0,37.351209000000004,-121.81241499999999,2014-06-28
2242.0,2.0,1240.0,38.367113,-122.683697,2014-06-19
5149.0,3.0,1533.0,37.919834,-122.488541,2014-06-30
2500.0,1.0,,37.785740999999994,-122.16380600000001,2014-05-27
4350.0,2.0,,37.797669,-122.445953,2014-06-27
2422.0,1.0,804.0,37.39574,-121.956769,2014-05-17
3400.0,2.0,1251.0,37.993285,-122.52927,2014-06-17
2900.0,3.0,1100.0,37.687607,-122.490628,2014-07-08
1125.0,1.0,,38.406998,-122.741299,2014-06-02
4475.0,2.0,1023.0,37.783125,-122.40908600000002,2014-06-19
1766.0,1.0,,37.668378000000004,-121.885426,2014-06-28
4250.0,5.0,2200.0,37.218785,-121.879663,2014-06-20
3300.0,3.0,2000.0,37.918583,-122.355981,2014-06-09
6500.0,3.0,1600.0,37.8958,-122.5339,2014-06-15
1580.0,,410.0,37.539336,-121.963571,2014-06-14
1600.0,2.0,860.0,38.248664,-122.64101699999999,2014-05-27
1725.0,1.0,600.0,37.23673,-121.795961,2014-06-28
7400.0,3.0,2200.0,37.4396,-122.1864,2014-06-30
1149.0,1.0,643.0,38.110169,-122.196503,2014-05-15
2930.0,1.0,748.0,37.368445,-122.034683,2014-06-11
1695.0,,,37.780823,-122.414432,2014-05-19
5800.0,2.0,1950.0,37.796170000000004,-122.438207,2014-05-15
3760.0,3.0,1318.0,37.560763,-122.325998,2014-05-30
2400.0,1.0,,37.821191999999996,-122.250152,2014-05-15
3331.0,2.0,1133.0,37.705146,-121.897945,2014-06-24
2750.0,2.0,1500.0,37.874666,-122.293072,2014-05-28
1600.0,,,37.7786,-122.4892,2014-07-04
1958.0,1.0,,37.395971,-122.09924,2014-06-30
2460.0,1.0,747.0,37.4087,-121.9406,2014-07-10
800.0,1.0,,37.773126,-122.211133,2014-07-10
3495.0,1.0,658.0,37.784673,-122.436874,2014-06-19
3500.0,3.0,1650.0,37.77822800000001,-122.188778,2014-06-12
3250.0,1.0,,37.770008000000004,-122.44693400000001,2014-05-25
1502.0,2.0,885.0,38.336572,-121.96425,2014-06-22
1875.0,2.0,,38.4549,-122.2564,2014-06-24
3300.0,1.0,810.0,37.783784999999995,-122.39893,2014-07-04
3600.0,1.0,950.0,37.783401,-122.399111,2014-07-09
2300.0,,,37.7786,-122.4892,2014-06-08
1675.0,1.0,700.0,37.156075,-121.844559,2014-07-13
5100.0,3.0,1114.0,37.761899,-122.40128600000001,2014-07-10
1325.0,2.0,780.0,37.933223,-121.70646399999998,2014-06-29
1500.0,4.0,2162.0,38.023484,-121.26691799999999,2014-06-25
5700.0,3.0,,37.460204,-122.14889299999999,2014-05-20
1850.0,2.0,850.0,37.315742,-121.976169,2014-06-19
1550.0,2.0,850.0,37.861905,-122.129443,2014-05-25
2295.0,1.0,,37.7813,-122.4167,2014-07-05
1515.0,,436.0,37.765828000000006,-121.948753,2014-06-27
2980.0,2.0,,37.873922,-122.266481,2014-05-19
1710.0,1.0,685.0,37.5368,-122.032,2014-06-07
3468.0,2.0,1147.0,37.333841,-122.024571,2014-06-16
2422.0,2.0,970.0,37.3492,-121.953,2014-06-22
1650.0,1.0,684.0,37.762759,-121.91174299999999,2014-05-30
1375.0,1.0,,36.96845,-122.032474,2014-06-20
1890.0,1.0,635.0,37.317924,-121.966268,2014-05-20
2650.0,3.0,1370.0,37.420152,-121.899328,2014-05-20
1850.0,1.0,688.0,37.7593,-122.4836,2014-07-03
3350.0,2.0,1185.0,37.331841,-121.904866,2014-06-19
1625.0,2.0,990.0,38.476791,-122.75618100000001,2014-07-09
3500.0,1.0,779.0,37.785899,-122.39936999999999,2014-05-16
1100.0,,,37.726364000000004,-122.380817,2014-05-29
3500.0,1.0,795.0,37.787455,-122.39118,2014-05-25
3300.0,4.0,2222.0,37.344283000000004,-121.85781999999999,2014-06-27
1450.0,3.0,,37.799904,-122.21501,2014-06-23
1800.0,2.0,,37.796170000000004,-122.19831,2014-07-09
1859.0,2.0,900.0,37.782434,-121.938372,2014-05-16
2300.0,5.0,3100.0,37.7695,-121.5397,2014-06-20
1400.0,1.0,610.0,37.662729999999996,-121.78446399999999,2014-06-17
2550.0,1.0,650.0,37.868309,-122.27018000000001,2014-05-19
2145.0,1.0,,37.337413,-122.04508999999999,2014-05-22
2042.0,2.0,1000.0,37.9053,-122.0549,2014-06-29
750.0,,60000.0,38.474641,-123.15446399999999,2014-05-27
1020.0,2.0,728.0,37.9939,-121.8089,2014-05-27
1525.0,1.0,465.0,37.396511,-121.960536,2014-07-04
2850.0,2.0,,37.7441,-122.4863,2014-06-19
2460.0,1.0,708.0,37.846251,-122.292759,2014-05-13
1952.0,1.0,890.0,37.757144,-121.908524,2014-07-05
3469.0,2.0,1147.0,37.333841,-122.024571,2014-07-10
3995.0,2.0,2310.0,37.97783,-122.537127,2014-06-07
1150.0,2.0,,38.001241,-121.830642,2014-06-14
6500.0,4.0,2700.0,37.259904,-121.98099199999999,2014-05-30
5800.0,1.0,,37.783516,-122.394166,2014-06-16
12000.0,5.0,2900.0,37.918225,-122.55338799999998,2014-05-27
2400.0,2.0,1200.0,38.232017,-122.646597,2014-06-30
1995.0,3.0,1801.0,37.966362,-121.723301,2014-06-22
820.0,2.0,700.0,37.737303999999995,-121.43249399999999,2014-06-01
2095.0,,,37.405332,-122.07846299999999,2014-05-19
929.0,2.0,1065.0,38.36099,-121.97928300000001,2014-05-16
2030.0,,738.0,37.5308,-121.9712,2014-05-30
2100.0,,,37.800951,-122.436383,2014-06-20
,,,37.358219,-122.00109199999999,2014-05-19
1675.0,1.0,,37.554234,-122.01700100000001,2014-06-18
3600.0,1.0,1050.0,37.78360900000001,-122.38984599999999,2014-06-10
3950.0,2.0,1204.0,37.3886,-122.0177,2014-06-18
4595.0,,,37.796763,-122.437949,2014-07-10
2035.0,1.0,708.0,37.701329,-121.872367,2014-06-18
1255.0,2.0,704.0,38.001241,-121.830642,2014-06-19
2322.0,2.0,1175.0,37.756309,-121.965825,2014-05-28
1459.0,2.0,873.0,38.4432,-122.7547,2014-05-20
2175.0,2.0,900.0,37.542636,-121.97737099999999,2014-06-14
3750.0,2.0,,37.790227,-122.408251,2014-06-25
1695.0,1.0,75.0,37.7636,-121.9155,2014-06-14
1300.0,2.0,,38.5769,-122.4477,2014-05-20
2900.0,2.0,,37.773103000000006,-122.484232,2014-06-23
3425.0,2.0,1091.0,37.846138,-122.293025,2014-06-10
1980.0,2.0,900.0,37.382529999999996,-121.858029,2014-06-24
4795.0,3.0,,37.774636,-122.440573,2014-05-30
1850.0,1.0,672.0,37.285011,-121.935116,2014-05-16
2200.0,2.0,1100.0,37.075447,-122.080374,2014-07-06
1918.0,1.0,570.0,37.7166,-121.9226,2014-05-27
2200.0,4.0,2468.0,36.8337,-121.3439,2014-06-16
2950.0,3.0,1410.0,37.559718,-121.97283300000001,2014-05-31
2250.0,2.0,947.0,37.724582,-121.92217099999999,2014-06-25
1100.0,1.0,700.0,38.437304,-122.706428,2014-06-02
1275.0,,476.0,37.802596,-122.277832,2014-05-17
2700.0,3.0,1350.0,37.411789,-121.861671,2014-06-18
