rent,bedrooms,sqft,latitude,longitude,date
2499.0,2.0,1059.0,37.30657,-121.92206000000002,2014-06-21
1026.0,1.0,740.0,38.279305,-122.03402,2014-06-25
2800.0,2.0,,37.50392100000001,-122.26015100000001,2014-05-22
2375.0,2.0,990.0,37.68907700000001,-121.88197,2014-06-24
3240.0,1.0,682.0,37.774467,-122.391644,2014-06-09
3705.0,3.0,1212.0,37.333099,-122.02209599999999,2014-06-24
2210.0,,771.0,36.966382,-122.032328,2014-05-21
2895.0,,428.0,37.780316,-122.39565800000001,2014-06-20
2700.0,2.0,800.0,36.957248,-122.035918,2014-07-03
1625.0,1.0,700.0,37.478623,-122.22628999999999,2014-06-12
1950.0,,,37.779267,-122.43695100000001,2014-06-13
1800.0,1.0,3900.0,38.427572,-122.035725,2014-05-11
1518.0,1.0,,37.676637,-121.754608,2014-06-21
3530.0,2.0,1170.0,37.560763,-122.325998,2014-07-01
1500.0,2.0,,36.9294,-121.7727,2014-06-23
1075.0,2.0,,37.892212,-122.14600700000001,2014-06-18
2500.0,2.0,1070.0,37.315892,-121.950152,2014-06-27
800.0,,440.0,38.10109,-122.25453700000001,2014-05-27
3500.0,2.0,1269.0,37.35614,-121.89126599999999,2014-07-01
1450.0,1.0,,37.340968,-121.891217,2014-05-31
2395.0,2.0,,37.469299,-122.214491,2014-05-16
750.0,1.0,,38.2671,-122.0356,2014-06-28
2352.0,1.0,861.0,37.316841,-121.91096599999999,2014-06-21
2200.0,2.0,,37.802696999999995,-122.246118,2014-06-18
3995.0,2.0,1200.0,37.761052,-122.442306,2014-06-12
1930.0,1.0,620.0,37.56120900000001,-122.32850800000001,2014-05-27
1550.0,2.0,1100.0,38.064370000000004,-122.180697,2014-06-23
1450.0,2.0,700.0,37.791727,-122.212978,2014-06-15
1705.0,2.0,,38.46350200000001,-122.65675300000001,2014-06-29
2045.0,1.0,600.0,37.573846,-122.31043600000001,2014-05-28
6500.0,3.0,3000.0,37.859049,-122.22491699999999,2014-05-24
2097.0,,474.0,37.74654,-122.441347,2014-05-16
2110.0,1.0,859.0,37.709831,-121.88756000000001,2014-05-14
11750.0,4.0,,37.869814,-122.462078,2014-06-29
2295.0,3.0,1200.0,37.93460200000001,-122.021027,2014-05-21
1600.0,1.0,,38.291887,-122.457473,2014-06-18
1870.0,1.0,544.0,37.4601,-121.903543,2014-06-23
2375.0,3.0,1600.0,37.22674,-121.77204099999999,2014-06-12
2145.0,1.0,748.0,37.377541,-122.059854,2014-05-17
1875.0,2.0,,37.834920000000004,-122.252576,2014-06-02
1925.0,,,37.450344,-122.182607,2014-05-11
1895.0,1.0,850.0,37.38124000000001,-122.057772,2014-06-15
2350.0,1.0,550.0,37.755841,-122.3988,2014-07-01
2999.0,2.0,1043.0,37.403437,-122.009525,2014-05-31
1525.0,1.0,730.0,37.674,-122.0894,2014-07-12
2854.0,,,37.550079,-122.289244,2014-05-21
1195.0,,300.0,36.97465,-122.031874,2014-05-25
1150.0,,350.0,36.972195,-122.028267,2014-05-29
6090.0,2.0,1268.0,37.791153,-122.39581299999999,2014-06-20
1850.0,2.0,850.0,37.285841999999995,-121.953245,2014-05-31
3550.0,1.0,,37.799942,-122.43606899999999,2014-06-11
2800.0,3.0,1450.0,37.795941,-122.229745,2014-06-13
3100.0,3.0,1100.0,37.38803400000001,-122.08604299999999,2014-06-07
7500.0,3.0,,37.789301,-122.459453,2014-05-19
1924.0,,,37.243916,-121.871879,2014-06-17
1850.0,3.0,,38.155518,-122.257081,2014-06-09
3425.0,1.0,644.0,37.77448,-122.391493,2014-06-16
3425.0,1.0,937.0,37.491212,-122.230883,2014-07-07
4150.0,1.0,,37.793347,-122.434734,2014-06-15
2707.0,1.0,801.0,37.259743,-121.96169599999999,2014-06-27
1000.0,,400.0,38.352628,-122.265022,2014-05-21
1000.0,1.0,,37.861526,-122.28708,2014-05-19
2275.0,2.0,935.0,37.408072,-121.8899,2014-05-31
5350.0,2.0,1420.0,37.774031,-122.395577,2014-06-20
2090.0,2.0,870.0,37.318882,-121.966268,2014-05-29
2825.0,2.0,1000.0,37.305279,-122.02977,2014-07-01
1590.0,,425.0,37.454438,-122.136774,2014-06-24
1700.0,2.0,850.0,38.409289,-122.712741,2014-07-10
3295.0,2.0,1068.0,37.480737,-122.228476,2014-06-25
4300.0,4.0,1600.0,37.530975,-122.246403,2014-06-20
1995.0,2.0,1000.0,37.357605,-121.867497,2014-05-27
3545.0,2.0,950.0,37.75354,-122.436527,2014-06-14
1350.0,2.0,890.0,37.993363,-122.131372,2014-07-02
3100.0,2.0,1000.0,37.73158400000001,-122.439743,2014-05-13
2106.0,1.0,593.0,37.333740999999996,-121.89086599999999,2014-05-29
3995.0,4.0,1400.0,37.255342999999996,-121.89846499999999,2014-05-29
1575.0,1.0,625.0,37.289975,-121.87817199999999,2014-05-22
2895.0,2.0,896.0,37.714069,-122.457093,2014-07-01
1249.0,2.0,,38.010873,-121.82816499999998,2014-06-19
1600.0,1.0,700.0,37.9182,-122.0717,2014-05-16
2550.0,1.0,1517.0,37.357597999999996,-121.947631,2014-07-10
1850.0,1.0,800.0,37.742909000000004,-122.47890500000001,2014-07-12
3174.0,2.0,1359.0,37.329741,-121.88696599999999,2014-06-22
2400.0,2.0,,37.802052,-122.199519,2014-06-11
2808.0,2.0,1242.0,37.3249,-121.9153,2014-05-30
1998.0,2.0,850.0,37.3163,-121.9356,2014-05-16
1205.0,1.0,620.0,38.34176,-121.97096699999999,2014-05-19
1805.0,2.0,880.0,38.313107,-122.282124,2014-07-10
1225.0,2.0,,38.398251,-122.83180300000001,2014-06-19
675.0,,,37.795455,-122.406098,2014-06-15
1695.0,,,37.761737,-122.42097700000001,2014-05-18
1695.0,2.0,,37.631371,-122.072627,2014-07-02
3350.0,1.0,,37.449438,-122.158075,2014-06-18
1715.0,1.0,735.0,37.762628,-122.25268,2014-06-02
1995.0,1.0,,37.425474,-122.135601,2014-05-27
1600.0,2.0,,37.978777,-122.295427,2014-07-01
1700.0,2.0,,37.277434,-121.95478700000001,2014-06-25
2300.0,4.0,1659.0,37.665531,-122.088874,2014-06-28
2105.0,1.0,694.0,37.377694,-122.059747,2014-05-25
5100.0,4.0,2550.0,37.537236,-122.267978,2014-07-01
1578.0,,410.0,37.539336,-121.963571,2014-05-16
2678.0,3.0,,37.356531,-121.956353,2014-06-13
1650.0,1.0,650.0,37.572235,-122.021172,2014-05-27
1713.0,2.0,1240.0,38.249261,-122.065198,2014-05-20
3800.0,2.0,905.0,37.759093,-122.43811200000002,2014-06-12
4500.0,2.0,1100.0,37.770426,-122.431405,2014-06-08
3012.0,2.0,1044.0,37.4087,-121.9406,2014-06-08
1604.0,1.0,858.0,38.4534,-122.6878,2014-06-18
2400.0,,550.0,37.793508,-122.43391499999998,2014-06-13
2975.0,2.0,,37.77146,-122.4506,2014-05-27
3100.0,2.0,1000.0,37.73158400000001,-122.439743,2014-06-28
1695.0,,594.0,37.3893,-122.0783,2014-06-23
7900.0,3.0,1850.0,37.447138,-122.154475,2014-05-31
2870.0,1.0,929.0,37.58164,-122.40286599999999,2014-05-15
2381.0,2.0,950.0,37.339441,-121.996197,2014-05-20
2795.0,1.0,,37.783619,-122.422653,2014-06-19
3000.0,2.0,,37.456294,-122.181273,2014-05-16
1845.0,1.0,570.0,37.68907700000001,-121.88197,2014-06-22
5500.0,2.0,901.0,37.774514,-122.391429,2014-06-12
7300.0,3.0,,37.877174,-122.446575,2014-07-06
5300.0,4.0,2700.0,37.582643,-122.35365300000001,2014-06-28
2295.0,2.0,1022.0,37.894748,-122.06418400000001,2014-05-22
3800.0,3.0,1080.0,37.46808,-122.242853,2014-05-23
2630.0,1.0,760.0,37.3764,-122.0238,2014-05-30
3395.0,1.0,,37.79667,-122.438779,2014-05-22
2460.0,2.0,1126.0,37.972756,-122.033644,2014-07-02
3300.0,3.0,1108.0,37.393826000000004,-121.98881999999999,2014-07-03
2100.0,1.0,600.0,37.506202,-122.300191,2014-06-11
6000.0,2.0,1550.0,37.7864,-122.3892,2014-05-27
900.0,2.0,550.0,38.028757,-121.95553799999999,2014-05-20
4575.0,4.0,2650.0,37.235078,-121.87090900000001,2014-05-30
9000.0,4.0,,37.883474,-122.52946599999999,2014-06-01
1725.0,1.0,800.0,37.31596,-121.84319099999999,2014-05-22
21000.0,6.0,6108.0,37.455238,-122.14079299999999,2014-07-09
2320.0,1.0,747.0,37.40475,-121.931977,2014-05-18
2603.0,,,37.776619000000004,-122.417402,2014-06-18
3695.0,1.0,1020.0,37.895069,-122.499192,2014-06-21
3042.0,2.0,1100.0,37.4087,-121.9406,2014-06-15
5350.0,,,37.781055,-122.402387,2014-05-11
1499.0,,450.0,37.869426000000004,-122.28958,2014-05-31
2240.0,2.0,825.0,37.368441,-122.00397,2014-05-27
2546.0,3.0,1063.0,37.554409,-121.999851,2014-05-25
6395.0,4.0,2226.0,37.381667,-122.081666,2014-06-28
3262.0,2.0,1147.0,37.333841,-122.024571,2014-05-30
1200.0,3.0,1200.0,37.4826,-121.1648,2014-07-10
1995.0,3.0,1420.0,37.665631,-122.067654,2014-07-08
4700.0,2.0,1452.0,37.785334999999996,-122.424687,2014-06-12
2590.0,2.0,1039.0,37.553798,-121.973948,2014-05-27
2450.0,3.0,1400.0,37.318303,-121.87605900000001,2014-06-18
850.0,1.0,775.0,38.100093,-122.25433600000001,2014-06-16
1390.0,2.0,,37.757086,-122.176902,2014-05-25
2650.0,2.0,1200.0,36.986426,-122.004522,2014-06-27
650.0,,,37.940324,-122.36368200000001,2014-06-14
2299.0,2.0,880.0,37.31031,-121.879488,2014-06-11
1972.0,1.0,732.0,37.3864,-121.88,2014-06-20
3135.0,2.0,1090.0,37.846071,-122.29278799999999,2014-07-12
2300.0,2.0,450.0,37.794737,-122.40974299999999,2014-06-16
4400.0,3.0,1953.0,38.037703,-122.59043,2014-06-18
1250.0,2.0,,38.2904,-122.2841,2014-06-23
2549.0,2.0,933.0,37.687924,-121.87605,2014-07-08
2600.0,3.0,1250.0,37.526388,-122.511109,2014-05-22
2495.0,1.0,800.0,37.971322,-122.53526399999998,2014-06-25
1895.0,1.0,,37.76113400000001,-122.489853,2014-06-24
1835.0,2.0,796.0,37.683,-121.763,2014-06-25
875.0,2.0,757.0,38.268856,-122.035756,2014-06-24
1630.0,1.0,,37.554234,-122.01700100000001,2014-05-20
1930.0,1.0,625.0,37.760858,-121.948453,2014-07-08
3800.0,3.0,1800.0,37.331095,-121.97412,2014-05-31
4472.0,1.0,861.0,37.788687,-122.392723,2014-06-27
3316.0,2.0,1251.0,37.806145,-122.275221,2014-06-10
2400.0,3.0,1500.0,37.7641,-122.1633,2014-06-18
2592.0,,450.0,37.776619000000004,-122.417402,2014-05-24
1950.0,1.0,1000.0,37.6196,-122.4816,2014-06-11
6500.0,4.0,1925.0,37.955106,-122.552876,2014-07-08
1650.0,1.0,690.0,37.309039,-121.91386599999998,2014-05-30
2150.0,1.0,,37.5395,-122.2998,2014-06-30
2430.0,2.0,950.0,37.616679,-122.46631599999999,2014-06-25
3800.0,2.0,,37.755137,-122.39091499999999,2014-06-19
2958.0,2.0,,37.556615,-122.26976,2014-05-26
3600.0,1.0,946.0,37.783503,-122.399025,2014-07-08
1685.0,,410.0,37.590363,-122.02085500000001,2014-05-29
4000.0,5.0,2000.0,37.680543,-122.477775,2014-07-10
1700.0,4.0,1868.0,37.715552,-121.42368799999998,2014-07-05
6600.0,4.0,2500.0,37.269743,-122.02986999999999,2014-06-20
2800.0,2.0,,37.832615999999994,-122.273948,2014-05-13
1650.0,3.0,1380.0,38.08162,-122.240219,2014-05-16
2285.0,1.0,861.0,37.317138,-121.908782,2014-05-28
3500.0,2.0,975.0,37.811772,-122.25723700000002,2014-05-11
1375.0,,415.0,37.933042,-122.05821399999999,2014-06-11
1999.0,2.0,1200.0,38.481158,-122.726297,2014-06-16
2295.0,1.0,600.0,37.609334999999994,-122.396883,2014-05-21
2655.0,2.0,1013.0,37.4601,-121.903543,2014-06-01
2195.0,4.0,2019.0,38.068496,-122.2231,2014-06-14
1885.0,2.0,800.0,37.907637,-122.05381399999999,2014-06-25
4200.0,3.0,1495.0,37.394002,-122.067171,2014-07-06
4995.0,2.0,,37.787013,-122.400302,2014-06-02
4500.0,2.0,1700.0,37.777635,-122.473183,2014-07-05
1148.0,1.0,,37.783108,-122.231293,2014-06-18
1350.0,1.0,630.0,37.924498,-122.05726899999999,2014-05-27
2950.0,1.0,,37.756853,-122.43898300000001,2014-06-15
1329.0,1.0,675.0,37.987724,-122.32546799999999,2014-06-12
2554.0,2.0,1025.0,37.4087,-121.9406,2014-06-18
2495.0,2.0,1005.0,37.268892,-121.974166,2014-06-24
3819.0,1.0,808.0,37.7864,-122.3892,2014-05-28
3335.0,1.0,778.0,37.384099,-122.003859,2014-07-12
1900.0,4.0,,38.0985,-122.2124,2014-06-13
2025.0,2.0,834.0,37.362105,-121.854881,2014-06-07
1550.0,3.0,1100.0,37.974022999999995,-122.29408000000001,2014-05-17
2450.0,1.0,,37.792593,-122.419402,2014-07-04
3304.0,,1296.0,37.764021,-122.39373,2014-06-28
1635.0,1.0,600.0,37.59027800000001,-122.02091899999999,2014-07-05
2515.0,2.0,992.0,37.27417,-121.84816699999999,2014-06-23
2600.0,2.0,,37.805341999999996,-122.26306899999999,2014-06-12
3250.0,3.0,1800.0,37.256446999999994,-121.939209,2014-06-17
900.0,1.0,300.0,36.844134000000004,-121.407058,2014-06-02
3500.0,2.0,1600.0,37.837496,-121.97991499999999,2014-07-05
4795.0,2.0,,37.789829,-122.403842,2014-06-15
2110.0,1.0,825.0,37.319066,-121.97298300000001,2014-05-24
2345.0,1.0,759.0,37.41232700000001,-121.937474,2014-06-11
2349.0,2.0,900.0,37.487837,-121.926069,2014-06-17
1750.0,2.0,,37.864385,-122.27191,2014-06-27
2550.0,4.0,1480.0,38.3359,-122.693081,2014-05-19
1805.0,1.0,650.0,37.585421999999994,-122.022177,2014-05-24
2500.0,2.0,,37.719,-122.4096,2014-05-30
3975.0,3.0,1107.0,37.314299,-121.98537900000001,2014-05-21
2300.0,,,37.7856,-122.4358,2014-06-01
1699.0,2.0,,38.463452000000004,-122.65671,2014-05-15
3400.0,4.0,2200.0,37.440826,-121.89131499999999,2014-06-08
5200.0,1.0,1200.0,37.794728000000006,-122.431426,2014-07-08
3398.0,2.0,1133.0,37.705146,-121.898117,2014-06-11
2395.0,1.0,776.0,37.720865,-122.475223,2014-05-19
2200.0,2.0,1175.0,37.814,-121.966,2014-06-15
2600.0,5.0,2993.0,38.242567,-122.0417,2014-07-05
1249.0,2.0,,38.010873,-121.82816499999998,2014-06-08
1677.0,1.0,682.0,37.6658,-121.8755,2014-05-13
2800.0,3.0,,37.736464,-122.497798,2014-05-17
2940.0,3.0,1319.0,37.2685,-121.849,2014-05-13
2925.0,1.0,766.0,37.761338,-122.423778,2014-06-16
2250.0,1.0,,37.8571,-122.25,2014-06-27
2525.0,1.0,,37.795025,-122.414542,2014-06-24
3795.0,2.0,,37.78338400000001,-122.454429,2014-06-09
3366.0,2.0,1186.0,37.320836,-122.030697,2014-06-08
1550.0,1.0,800.0,37.691173,-122.491786,2014-07-08
1713.0,1.0,,37.668162,-121.885309,2014-05-20
2695.0,2.0,,37.803795,-122.266433,2014-05-13
1600.0,1.0,773.0,37.915323,-122.048973,2014-06-13
2730.0,2.0,1138.0,37.812225,-122.2173,2014-06-08
3600.0,3.0,1721.0,37.710443,-122.433314,2014-05-28
1101.0,1.0,740.0,38.279305,-122.03402,2014-06-07
1250.0,2.0,845.0,38.000001,-121.83260700000001,2014-05-21
2450.0,2.0,,37.801867,-122.247555,2014-07-05
3600.0,2.0,1200.0,37.848826,-122.25108,2014-06-13
1999.0,2.0,1200.0,38.481326,-122.72631899999999,2014-06-12
3300.0,3.0,1500.0,37.556503,-122.319267,2014-06-25
6690.0,3.0,2000.0,37.745733,-122.43281999999999,2014-06-15
1400.0,2.0,750.0,37.97125,-122.04117600000001,2014-06-11
1495.0,1.0,,37.7205,-122.1587,2014-07-02
20000.0,2.0,,37.785829,-122.40149,2014-05-16
2690.0,1.0,727.0,37.384099,-122.003859,2014-05-11
2695.0,4.0,1895.0,37.642787,-122.11433600000001,2014-06-27
1675.0,1.0,650.0,37.98745,-122.52767800000001,2014-06-23
4695.0,2.0,,37.792219,-122.419324,2014-06-18
1600.0,2.0,1000.0,38.011734999999994,-122.097223,2014-07-03
2425.0,2.0,870.0,37.359140999999994,-121.99717,2014-06-24
5000.0,3.0,2020.0,37.5671,-122.3676,2014-06-15
2700.0,2.0,1000.0,37.873925,-122.27598,2014-07-03
3495.0,1.0,854.0,37.777028,-122.393184,2014-06-15
2450.0,3.0,1650.0,37.663711,-122.095528,2014-06-10
2895.0,2.0,955.0,37.337454,-122.064973,2014-06-27
2185.0,1.0,652.0,37.534535999999996,-122.299779,2014-05-24
2600.0,1.0,600.0,37.772479,-122.41464599999999,2014-05-19
1820.0,1.0,708.0,37.701329,-121.872367,2014-06-12
1050.0,2.0,,38.0519,-122.2177,2014-06-12
2000.0,5.0,2725.0,37.6567,-121.4955,2014-06-22
1450.0,3.0,,37.775764,-122.49625900000001,2014-06-02
1600.0,3.0,,38.269056,-122.022101,2014-05-27
1595.0,2.0,900.0,37.562156,-121.97896599999999,2014-06-21
3367.0,2.0,1100.0,37.371814,-122.017052,2014-05-16
2800.0,3.0,1200.0,37.451346,-122.26024699999999,2014-07-02
1026.0,1.0,740.0,38.279305,-122.03402,2014-07-08
1650.0,,,37.788453999999994,-122.414174,2014-05-28
1249.0,2.0,,38.010873,-121.82816499999998,2014-06-30
5300.0,4.0,,37.544407,-122.273798,2014-07-03
1795.0,,,37.773293,-122.444258,2014-05-24
2100.0,3.0,1300.0,37.704226,-122.13583100000001,2014-06-09
1950.0,2.0,840.0,37.456235,-121.915458,2014-07-09
3898.0,2.0,1200.0,37.8843,-122.4637,2014-06-19
5900.0,3.0,3500.0,37.8431,-122.2402,2014-06-30
3600.0,1.0,,37.772108,-122.430434,2014-05-13
2197.0,2.0,1052.0,37.757093,-121.908503,2014-06-08
3700.0,3.0,1550.0,37.405619,-122.11483999999999,2014-06-23
1195.0,1.0,,37.80118,-122.24341799999999,2014-05-31
2795.0,1.0,,37.802621,-122.414681,2014-05-14
2095.0,2.0,800.0,37.33380800000001,-121.877475,2014-06-08
,,,37.330896,-121.875285,2014-05-21
5900.0,2.0,1000.0,37.805689,-122.43554499999999,2014-06-17
3495.0,2.0,980.0,37.430239,-122.124674,2014-06-14
2487.0,2.0,1016.0,37.243916,-121.871879,2014-07-12
2280.0,1.0,786.0,37.7166,-121.9226,2014-06-24
1950.0,,600.0,37.753615,-122.472668,2014-07-08
1950.0,2.0,,37.692132,-122.462333,2014-05-24
1925.0,1.0,783.0,37.704357,-121.91158700000001,2014-05-18
3000.0,2.0,1000.0,37.475486,-122.196872,2014-07-12
1550.0,1.0,660.0,37.89882,-122.055889,2014-07-03
9500.0,3.0,,37.864046,-122.458441,2014-06-13
770.0,1.0,,37.864826,-122.25508700000002,2014-05-20
8425.0,2.0,2780.0,37.3163,-121.9356,2014-07-01
2395.0,1.0,,37.387624,-122.045143,2014-06-14
2295.0,,,37.779145,-122.43524099999999,2014-06-29
3250.0,1.0,650.0,37.787772,-122.400899,2014-05-16
2200.0,2.0,,37.6873,-121.8957,2014-06-16
2915.0,1.0,900.0,37.5538,-122.27,2014-06-10
2150.0,2.0,,37.883998999999996,-122.29499799999999,2014-05-16
2063.0,1.0,,37.920835,-122.512593,2014-07-08
900.0,2.0,850.0,38.00187800000001,-121.81020500000001,2014-07-03
1708.0,,505.0,37.915458,-122.05941200000001,2014-07-06
3000.0,2.0,1450.0,37.9691,-122.5105,2014-07-09
2950.0,2.0,1060.0,37.396907,-122.101303,2014-05-19
2500.0,5.0,2182.0,38.1053,-122.2474,2014-07-05
1725.0,,,37.782794,-122.41405400000001,2014-05-19
1475.0,,,37.629234000000004,-122.05043700000002,2014-06-27
1795.0,1.0,615.0,37.768985,-122.286478,2014-05-14
2075.0,2.0,834.0,37.362105,-121.854881,2014-05-15
3005.0,2.0,1044.0,37.4087,-121.9406,2014-05-13
2167.0,1.0,,37.6247,-122.429,2014-05-28
3465.0,3.0,1651.0,37.666073,-121.847928,2014-05-15
1200.0,1.0,400.0,37.874825,-122.27608000000001,2014-06-07
1850.0,1.0,,37.837953999999996,-122.261481,2014-06-02
3699.0,1.0,808.0,37.7864,-122.3892,2014-07-10
2710.0,1.0,835.0,37.407571000000004,-121.938479,2014-06-28
1575.0,2.0,,38.4822,-122.7473,2014-05-16
4200.0,4.0,1950.0,37.218468,-121.85044599999999,2014-06-02
3280.0,3.0,1920.0,37.40279,-121.92360900000001,2014-05-22
4590.0,3.0,1508.0,37.321711,-122.002831,2014-05-16
2745.0,1.0,835.0,37.408483000000004,-121.93691299999999,2014-06-07
2495.0,2.0,1092.0,37.707435,-121.88758,2014-06-20
5600.0,2.0,,37.791153,-122.39581299999999,2014-05-23
2042.0,1.0,736.0,37.806145,-122.275221,2014-06-17
1604.0,2.0,895.0,38.316565000000004,-122.28419199999999,2014-06-18
775.0,,500.0,38.327675,-122.701517,2014-06-13
2450.0,1.0,823.0,37.31800000000001,-122.0449,2014-06-29
2850.0,1.0,743.0,37.491212,-122.230883,2014-06-27
2350.0,2.0,,37.706385,-122.464299,2014-05-24
2950.0,2.0,,37.394213,-122.081441,2014-06-19
2350.0,2.0,1073.0,37.777058000000004,-121.988947,2014-05-25
2695.0,4.0,1476.0,37.996839,-122.10642800000001,2014-06-01
5345.0,4.0,2300.0,38.0031,-121.9172,2014-06-12
2395.0,2.0,1104.0,37.282795,-121.856489,2014-06-28
1595.0,1.0,,37.861526,-122.25398,2014-06-13
3135.0,2.0,926.0,37.384099,-122.003859,2014-05-24
4250.0,4.0,2513.0,37.54264000000001,-122.50145,2014-05-13
1900.0,5.0,2179.0,37.968241,-121.803331,2014-06-20
1795.0,,,37.78458,-122.479684,2014-05-24
1249.0,1.0,,38.468156,-122.75979299999999,2014-05-16
4200.0,2.0,1087.0,37.795533,-122.41056,2014-07-09
,,,37.68163300000001,-122.47848400000001,2014-05-19
965.0,,,37.706798,-122.125151,2014-06-23
1400.0,1.0,800.0,38.228317,-122.643997,2014-06-27
5309.0,2.0,1376.0,37.776286999999996,-122.41718200000001,2014-05-16
2428.0,2.0,950.0,37.345779,-121.994606,2014-05-19
2035.0,2.0,1029.0,37.958783000000004,-122.05561599999999,2014-06-10
2295.0,,,37.794474,-122.425547,2014-05-26
1625.0,2.0,950.0,37.881524,-122.050673,2014-05-16
,2.0,,37.787149,-122.424302,2014-05-16
2395.0,1.0,693.0,37.582371,-122.33076299999999,2014-06-29
2895.0,2.0,960.0,37.31800000000001,-122.0449,2014-05-27
2390.0,2.0,825.0,37.32223,-121.99996999999999,2014-06-10
1795.0,,350.0,37.779674,-122.42354099999999,2014-06-01
3495.0,2.0,1136.0,37.346727,-122.03169399999999,2014-06-08
4900.0,1.0,1115.0,37.785874,-122.394201,2014-05-22
1325.0,,450.0,37.802927000000004,-122.26698,2014-06-12
800.0,1.0,110.0,37.245651,-121.83976299999999,2014-07-09
2850.0,2.0,1100.0,37.220084,-121.98232800000001,2014-07-09
4695.0,2.0,,37.761324,-122.38864,2014-06-15
1995.0,1.0,,37.3893,-122.0783,2014-06-17
2075.0,1.0,650.0,37.909465999999995,-122.06643100000001,2014-05-29
3474.0,,1022.0,37.764021,-122.39373,2014-06-12
2095.0,1.0,,37.781865,-122.41723300000001,2014-07-09
3498.0,2.0,1147.0,37.333841,-122.024571,2014-06-20
3499.0,1.0,700.0,37.782740999999994,-122.407859,2014-05-20
2400.0,3.0,,37.3042,-121.8099,2014-05-18
3195.0,2.0,1000.0,37.8843,-122.4637,2014-06-25
3350.0,3.0,1685.0,37.776583,-121.929928,2014-07-10
3050.0,1.0,640.0,37.78152,-122.43911399999999,2014-07-09
2145.0,1.0,767.0,37.370164,-122.05743999999999,2014-07-07
2150.0,,398.0,37.782063,-122.419832,2014-05-25
5800.0,1.0,1600.0,37.778639,-122.39368200000001,2014-05-28
2100.0,1.0,731.0,37.400469,-122.099069,2014-05-28
3850.0,4.0,2098.0,37.373082000000004,-121.88022099999999,2014-07-04
3300.0,3.0,1900.0,38.0985,-122.2124,2014-05-27
1989.0,1.0,660.0,37.282675,-121.935667,2014-05-16
1898.0,1.0,,37.354549,-122.00533600000001,2014-06-19
2515.0,2.0,662.0,37.86994,-122.28518000000001,2014-06-10
3200.0,2.0,,37.773284999999994,-122.412225,2014-05-13
2570.0,1.0,754.0,37.58647,-122.359378,2014-06-18
4495.0,4.0,2612.0,37.2602,-121.7709,2014-07-02
5900.0,4.0,,37.34986,-122.061904,2014-06-18
2095.0,,,37.787454,-122.41499499999999,2014-06-08
1650.0,2.0,860.0,37.894224,-122.077774,2014-06-24
2950.0,2.0,991.0,37.407097,-121.94661299999999,2014-07-02
1850.0,1.0,776.0,37.911853,-122.05928600000001,2014-06-24
2145.0,1.0,793.0,37.330737,-121.905198,2014-05-16
3598.0,2.0,1080.0,37.881347999999996,-122.46073999999999,2014-05-29
3600.0,2.0,1491.0,37.330206,-121.887548,2014-05-15
3058.0,1.0,747.0,37.320514,-122.023377,2014-06-13
2491.0,2.0,1104.0,37.386524,-121.889132,2014-06-22
2682.0,1.0,850.0,37.565287,-122.2684,2014-06-19
4710.0,3.0,1416.0,37.499393,-122.222085,2014-07-02
1595.0,3.0,1097.0,38.001021,-121.81368300000001,2014-06-14
5428.0,2.0,1135.0,37.3893,-122.0783,2014-07-09
1400.0,,425.0,37.869857,-122.27950600000001,2014-06-28
1695.0,3.0,1500.0,38.086917,-122.198955,2014-05-27
1395.0,1.0,,37.7937,-122.24322,2014-06-18
1645.0,2.0,900.0,37.902042,-122.05376299999999,2014-06-21
2075.0,2.0,1090.0,37.958766,-122.05576699999999,2014-05-21
1350.0,2.0,1036.0,38.275976,-122.01235700000001,2014-05-27
2300.0,1.0,861.0,37.317138,-121.908782,2014-05-31
2689.0,3.0,1750.0,37.547193,-122.009358,2014-06-07
1975.0,1.0,544.0,37.454774,-121.919614,2014-06-11
2650.0,1.0,1200.0,37.814327,-122.245195,2014-05-14
2000.0,3.0,,38.481935,-122.718776,2014-05-27
1295.0,2.0,800.0,38.1053,-122.2474,2014-05-29
3495.0,3.0,1968.0,37.264943,-121.946428,2014-05-17
1950.0,3.0,1350.0,38.637858,-122.868369,2014-05-18
2975.0,2.0,,37.446267,-122.182304,2014-06-11
1795.0,2.0,900.0,37.294342,-121.92008600000001,2014-06-18
3800.0,2.0,800.0,37.738929999999996,-122.41393799999999,2014-05-20
1035.0,2.0,790.0,37.999021,-121.83736699999999,2014-07-08
3400.0,2.0,1100.0,37.887996,-122.265902,2014-07-05
3020.0,3.0,950.0,37.542472,-122.28431100000002,2014-06-17
2795.0,2.0,1100.0,37.34202,-122.034675,2014-06-23
1495.0,1.0,,38.344587,-122.705905,2014-07-02
3200.0,3.0,1300.0,37.257261,-121.950552,2014-07-02
1799.0,2.0,880.0,37.976279999999996,-122.074873,2014-06-23
6700.0,2.0,1310.0,37.774514,-122.391429,2014-05-25
1989.0,2.0,,37.6658,-121.8755,2014-06-02
1395.0,1.0,650.0,37.694059,-122.070057,2014-06-19
1575.0,2.0,,38.4822,-122.7473,2014-05-26
2645.0,2.0,1020.0,37.555535,-122.261278,2014-05-13
2030.0,1.0,694.0,37.37778,-122.06236499999999,2014-06-09
2140.0,1.0,708.0,37.701329,-121.872367,2014-07-08
732.0,1.0,,38.007622,-122.28818000000001,2014-06-19
1695.0,1.0,554.0,37.894563,-122.064223,2014-07-02
2100.0,3.0,1789.0,37.947824,-121.714114,2014-06-01
